serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAID759MA,11/17/2016 12:00:00 AM,KOUTOUBIA,96,A,1,ROUTINE INSPECTION,EE0000684,2116 WESTWOOD BLVD,LOS ANGELES,FA0020319,CA,90025,OW0026638,OHAYON MICHEL,RESTAURANT (61-150) SEATS HIGH RISK,1638,KOUTOUBIA,ACTIVE,PR0029622
DAID8QIUI,08/15/2017 12:00:00 AM,FRESH BROTHERS,90,A,1,ROUTINE INSPECTION,EE0000924,11740 SAN VICENTE BLVD STE 101,LOS ANGELES,FA0062342,CA,90049,OW0013518,GOLDEN ROAD FOOD SERVICES IN,RESTAURANT (0-30) SEATS MODERATE RISK,1631,FRESH BROTHERS,ACTIVE,PR0005053
DAID8ZLZS,11/02/2016 12:00:00 AM,BIG SAVER FOOD MARKET,96,A,1,ROUTINE INSPECTION,EE0000799,5829 S COMPTON AVE,LOS ANGELES,FA0009544,CA,90001,OW0036820,UKA'S BIG SAVER FOODS INC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,BIG SAVER FOOD MEAT DEPT,ACTIVE,PR0009874
DAID9EWF9,02/09/2018 12:00:00 AM,JAE'S MARKET,92,A,1,ROUTINE INSPECTION,EE0000594,3323 HOOPER AVE,LOS ANGELES,FA0064175,CA,90011,OW0007661,"CHO, IN HEYUNG","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,JAE'S MARKET,ACTIVE,PR0023543
DAIDBOWL7,03/10/2017 12:00:00 AM,BAR HAYAMA,93,A,1,ROUTINE INSPECTION,EE0000375,11300 NEBRASKA AVE,LOS ANGELES,FA0008180,CA,90025,OW0003908,BAR HAYAMA LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BAR HAYAMA,ACTIVE,PR0019394
DAIDGKXOR,12/01/2017 12:00:00 AM,TACONE FLAVOR GRILL,95,A,1,ROUTINE INSPECTION,EE0000721,330 S HOPE ST # #1-00,LOS ANGELES,FA0071706,CA,90071,OW0032802,SIDHU AMANDEEP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TACONE FLAVOR GRILL,INACTIVE,PR0007947
DAIDGLAG8,10/26/2016 12:00:00 AM,SEAFOOD CITY,98,A,1,ROUTINE INSPECTION,EE0000162,2700 COLORADO BLVD STE #140,LOS ANGELES,FA0047985,CA,90041,OW0001478,"A&B AZUSA, INC","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,SEAFOOD CITY(MEAT & SEAFOOD),ACTIVE,PR0043249
DAIDGLL5Y,07/20/2017 12:00:00 AM,CAFE GLACE,94,A,1,ROUTINE INSPECTION,EE0000375,1441 WESTWOOD BLVD,LOS ANGELES,FA0058920,CA,90024,OW0011185,ERB GLACE INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAFE GLACE,INACTIVE,PR0032652
DAIDHTUQX,12/05/2017 12:00:00 AM,BANG NA THAI FUSION,90,A,1,ROUTINE INSPECTION,EE0001058,637 N SPRING ST,LOS ANGELES,FA0249089,CA,90012,OW0243392,AJVK LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BANG NA THAI FUSION,ACTIVE,PR0197798
DAIDLPEXZ,01/25/2017 12:00:00 AM,ADAM LIQUOR,95,A,1,ROUTINE INSPECTION,EE0000721,255 E ADAMS BLVD,LOS ANGELES,FA0002888,CA,90011,OW0001709,ADAMS LIQUOR & MARKET INC.,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ADAM LIQUOR,ACTIVE,PR0036631
DAIDVCFQI,07/13/2017 12:00:00 AM,KOKO'S LIQUOR,98,A,1,ROUTINE INSPECTION,EE0000874,5029 S FIGUEROA ST,LOS ANGELES,FA0156872,CA,90037,OW0122100,CHO YE SANG,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,KOKO'S LIQUOR,ACTIVE,PR0144543
DAIDVM5O9,04/14/2017 12:00:00 AM,LUNA BOTANICA,100,A,1,ROUTINE INSPECTION,EE0001026,4501 S ALAMEDA ST # F-17,LOS ANGELES,FA0203246,CA,90058,OW0208456,PEDRO GOMEZ,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,LUNA BOTANICA,ACTIVE,PR0175587
DAIE1RNCX,11/17/2016 12:00:00 AM,REGGIE'S LIQUOR,96,A,1,ROUTINE INSPECTION,EE0000800,4426 S FIGUEROA ST,LOS ANGELES,FA0069449,CA,90037,OW0029917,REGGIE'S ENTERPRISES INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,REGGIE'S LIQUOR,ACTIVE,PR0003487
DAIE8POIO,05/02/2016 12:00:00 AM,CVS/PHARMACY #8886,95,A,1,ROUTINE INSPECTION,EE0000733,8601 S SEPULVEDA BLVD,LOS ANGELES,FA0017745,CA,90045,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,CVS-PHARMACY #8886,ACTIVE,PR0045784
DAIEBC6XX,03/21/2017 12:00:00 AM,VONS MARKET #2100,93,A,1,ROUTINE INSPECTION,EE0000727,9860 NATIONAL BLVD,LOS ANGELES,FA0053921,CA,90034,OW0038181,THE VONS COMPANIES INC.,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,VONS MEAT #2100,ACTIVE,PR0002163
DAIECUFG0,06/20/2017 12:00:00 AM,CAFE MANNEQUIN,90,A,1,ROUTINE INSPECTION,EE0000721,850 S BROADWAY ST # LOBBY,LOS ANGELES,FA0223744,CA,90014,OW0228345,MAREK UTIKAL,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611,CAFE MANNEQUIN,ACTIVE,PR0178890
DAIEDSECT,05/31/2017 12:00:00 AM,GALDYS 98 CENT STORES,92,A,1,ROUTINE INSPECTION,EE0001064,8028 S VERMONT AVE,LOS ANGELES,FA0024364,CA,90044,OW0008484,"COLCHADO, GLADYS","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,GALDYS 98 CENT STORES,ACTIVE,PR0034411
DAIEFME5M,01/03/2017 12:00:00 AM,PHILLY WEST BAR AND GRILL,94,A,1,ROUTINE INSPECTION,EE0000684,1870 WESTWOOD BLVD,LOS ANGELES,FA0068600,CA,90025,OW0028447,PHILLY WEST BAR/GRILL LTD PT,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHILLY WEST BAR AND GRILL,ACTIVE,PR0046322
DAIEFOUVE,02/25/2016 12:00:00 AM,NUT HOUSE,93,A,1,ROUTINE INSPECTION,EE0000727,8664 W PICO BLVD,LOS ANGELES,FA0026705,CA,90035,OW0024080,MEHRIAN MASSOUD,RESTAURANT (0-30) SEATS LOW RISK,1630,NUT HOUSE-MARKET,INACTIVE,PR0031252
DAIEHRTQB,10/04/2016 12:00:00 AM,TAMS BROTHERS BURGER #11,94,A,1,ROUTINE INSPECTION,EE0000594,4150 S BROADWAY,LOS ANGELES,FA0051125,CA,90037,OW0020165,"KWON, POK H",RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMS BROTHERS BURGER #11,ACTIVE,PR0041496
DAIEJ3ETQ,02/15/2017 12:00:00 AM,GRANDYS GOODIES DONUTS,93,A,1,ROUTINE INSPECTION,EE0000594,4365 S CENTRAL AVE,LOS ANGELES,FA0015572,CA,90011,OW0034794,"TAE, DAVID H",RESTAURANT (0-30) SEATS MODERATE RISK,1631,GRANDYS GOODIES DONUTS,ACTIVE,PR0015851
DAIELVXQO,05/06/2016 12:00:00 AM,CVS/PHARMACY #9674,100,A,1,ROUTINE INSPECTION,EE0001058,1050 W SUNSET BLVD,LOS ANGELES,FA0010472,CA,90012,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,CVS/PHARMACY #9674,ACTIVE,PR0047865
DAIELXREX,11/28/2017 12:00:00 AM,ALBERTSON'S #4131,96,A,1,ROUTINE INSPECTION,EE0000176,3901 S CRENSHAW BLVD,LOS ANGELES,FA0003266,CA,90008,OW0002029,"ALBERTSONS, LLC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,ALBERTSON'S #4131 - MAIN MARKET,ACTIVE,PR0041941
DAIEMQ0BJ,05/09/2017 12:00:00 AM,BIG SPIRITS,99,A,1,ROUTINE INSPECTION,EE0000904,2856 W SUNSET BLVD,LOS ANGELES,FA0245999,CA,90026,OW0240956,LAST CALL GROUP INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,BIG SPIRITS,ACTIVE,PR0194403
DAIEOWBNE,08/03/2017 12:00:00 AM,FOOD 4 LESS #362,97,A,1,ROUTINE INSPECTION,EE0000857,5420 W SUNSET BLVD,LOS ANGELES,FA0062176,CA,90027,OW0012108,"FOOD 4 LESS, INC.","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,FOOD 4 LESS MEAT DEPT,ACTIVE,PR0010371
DAIEQ2EWB,01/23/2017 12:00:00 AM,EL RINCON USULUTECO,95,A,1,ROUTINE INSPECTION,EE0000874,1880 W ADAMS BLVD,LOS ANGELES,FA0061594,CA,90018,OW0036491,TREJO MEJIA MIGUEL,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL RINCON USULUTECO,ACTIVE,PR0008274
DAIESMTKR,06/08/2017 12:00:00 AM,LUNCHSTOP SIDEWALK CAFE,95,A,1,ROUTINE INSPECTION,EE0000360,210 W TEMPLE ST # 1FL,LOS ANGELES,FA0037631,CA,90012,OW0027785,"PARK, JEONGMI",RESTAURANT (151 + ) SEATS HIGH RISK,1641,LUNCHSTOP SIDEWALK CAFE,ACTIVE,PR0032139
DAIEVUHYZ,08/02/2016 12:00:00 AM,THE YOGURT SHOPPE,97,A,1,ROUTINE INSPECTION,EE0000924,11726 BARRINGTON CT,LOS ANGELES,FA0221759,CA,90049-2930,OW0226764,"TYS BRENTWOOD, LLC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE YOGURT SHOPPE,ACTIVE,PR0176760
DAIF00JHY,02/11/2016 12:00:00 AM,ZAPOPAN MARKET,90,A,1,ROUTINE INSPECTION,EE0000724,608 E 59TH ST,LOS ANGELES,FA0180563,CA,90001,OW0185922,TERESA LIMON-TOSTADO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ZAPOPAN MARKET,ACTIVE,PR0174348
DAIF01NSE,01/04/2018 12:00:00 AM,NAM HOA FISH MARKET,96,A,1,ROUTINE INSPECTION,EE0001058,711 1/4 NEW HIGH ST,LOS ANGELES,FA0158086,CA,90012,OW0123185,NAM-HOA FISH MARKET INC,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611,NAM HOA FISH MARKET,ACTIVE,PR0146176
DAIF2J6ZU,01/10/2017 12:00:00 AM,SONSONATE GRILL #2,93,A,1,ROUTINE INSPECTION,EE0000594,4350 AVALON BLVD,LOS ANGELES,FA0033768,CA,90011,OW0096469,SONSONATE GRILL #2,RESTAURANT (61-150) SEATS HIGH RISK,1638,SONSONATE GRILL #2,ACTIVE,PR0036562
DAIF4S4X4,05/26/2016 12:00:00 AM,FRESH WATER GENERAL STORE,94,A,1,ROUTINE INSPECTION,EE0000884,1418 W 6TH ST,LOS ANGELES,FA0223883,CA,90017,OW0228470,FERMIN CRISTOBAL PEDRO,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,FRESH WATER GENERAL STORE,ACTIVE,PR0179038
DAIFARVHK,02/02/2018 12:00:00 AM,RUBIO'S CAFE,96,A,1,ROUTINE INSPECTION,EE0000776,3380 S ROBERTSON BLVD,LOS ANGELES,FA0141589,CA,90034-3330,OW0104728,"RUBIO, CARLOS",RESTAURANT (0-30) SEATS HIGH RISK,1632,RUBIO'S CAFE,ACTIVE,PR0128008
DAIFBLUSC,04/11/2017 12:00:00 AM,MAIN MARKET,92,A,1,ROUTINE INSPECTION,EE0000721,105 E 7TH ST,LOS ANGELES,FA0023370,CA,90014,OW0003955,"BARFOOROOSH, SAEID","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,MAIN MARKET,ACTIVE,PR0047747
DAIFC4FA9,03/15/2016 12:00:00 AM,ISLAND PACIFIC SUPERMARKET,88,B,1,ROUTINE INSPECTION,EE0000893,627 N VERMONT AVE,LOS ANGELES,FA0030371,CA,90004,OW0017118,ISLAND PACIFIC ENTERPRISES,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,ISLAND PACIFIC SUPERMARKET,INACTIVE,PR0006907
DAIFGPHME,02/01/2016 12:00:00 AM,BEZJIAN'S GROCERY,98,A,1,ROUTINE INSPECTION,EE0000893,4725 SANTA MONICA BLVD,LOS ANGELES,FA0009371,CA,90029,OW0004608,"BEZIAN,JACK","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,BEZJIAN'S GROCERY,ACTIVE,PR0016795
DAIFITM0M,04/11/2017 12:00:00 AM,BIG CITY SNACKS & GIFTS,99,A,1,ROUTINE INSPECTION,EE0000721,865 S FIGUEROA ST STE 100,LOS ANGELES,FA0009508,CA,90017,OW0032480,"SHAWN SIM GAU, ET AL","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1611,BIG CITY SNACKS & GIFTS,ACTIVE,PR0028469
DAIFIYNBR,06/26/2017 12:00:00 AM,JANET LEE,94,A,1,ROUTINE INSPECTION,EE0000740,1300 S SAN PEDRO ST # 111,LOS ANGELES,FA0171177,CA,90015,OW0178279,JANET LEE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAFE SPROUTS,INACTIVE,PR0161024
DAIFJCLBV,08/03/2016 12:00:00 AM,OHANA BURGER,90,A,1,ROUTINE INSPECTION,EE0000375,2030 SAWTELLE BLVD,LOS ANGELES,FA0224504,CA,90025,OW0228972,OHANA BURGER,RESTAURANT (61-150) SEATS HIGH RISK,1638,OHANA BURGER,INACTIVE,PR0179729
DAIFNKFPD,06/27/2017 12:00:00 AM,THE KICKIN' CRAB,91,A,1,ROUTINE INSPECTION,EE0000176,3755 SANTA ROSALIA DR # F,LOS ANGELES,FA0241110,CA,90008-3603,OW0237093,"KC OF BALDWIN HILLS , INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,THE KICKIN' CRAB,ACTIVE,PR0189187
DAIFPDU5K,03/03/2016 12:00:00 AM,JULIE'S PIZZERIA,96,A,1,ROUTINE INSPECTION,EE0000911,11140 PALMS BLVD,LOS ANGELES,FA0064573,CA,90034,OW0039352,WUNG JULIE,RESTAURANT (0-30) SEATS HIGH RISK,1632,JULIE'S PIZZERIA,ACTIVE,PR0028519
DAIFQ8SWO,10/05/2016 12:00:00 AM,YOUNGS MEAT MKT/DELI,99,A,1,ROUTINE INSPECTION,EE0001025,5421 S HOOVER ST,LOS ANGELES,FA0239995,CA,90037-3735,OW0236174,"YOUNGS GOURMET MARKET, INC.","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,YOUNGS MEAT MKT/DELI,ACTIVE,PR0188000
DAIFQD4AL,03/09/2016 12:00:00 AM,MR WISDOM,94,A,1,ROUTINE INSPECTION,EE0000729,3526 W SLAUSON AVE,LOS ANGELES,FA0067284,CA,90043,OW0004718,"BILLINGS, CLIFTON","FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611,MR WISDOM,ACTIVE,PR0040817
DAIFR0Y0A,02/24/2016 12:00:00 AM,CHICAGO MARKET,93,A,1,ROUTINE INSPECTION,EE0000740,735 S CHICAGO ST,LOS ANGELES,FA0059628,CA,90023,OW0012641,"GALLARDO, SABINO","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,CHICAGO MARKET,INACTIVE,PR0018824
DAIFRNWBW,01/17/2017 12:00:00 AM,JIN'S WESTERN SHELL,91,A,1,ROUTINE INSPECTION,EE0001003,270 S WESTERN AVE,LOS ANGELES,FA0018927,CA,90004,OW0020118,"KWAK,JIN S","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,JIN'S WESTERN SHELL,ACTIVE,PR0011575
DAIFTBEUR,03/06/2018 12:00:00 AM,RAFI'S CHEVERON #8,94,A,1,ROUTINE INSPECTION,EE0000740,1203 N SOTO ST,LOS ANGELES,FA0045043,CA,90033,OW0002492,AMERICA OIL CO INC #8,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,RAFI'S CHEVERON #8,ACTIVE,PR0020421
DAIFTPVFL,01/11/2017 12:00:00 AM,MEDITERRANEAN TRADITIONAL FOOD,96,A,1,ROUTINE INSPECTION,EE0000911,10821 VENICE BLVD,LOS ANGELES,FA0240667,CA,90034,OW0236721,MUSTAFHA RAMRAM,RESTAURANT (31-60) SEATS HIGH RISK,1635,MEDITERRANEAN TRADITIONAL FOOD,INACTIVE,PR0188702
DAIFYE8O1,01/16/2018 12:00:00 AM,ANGELICA'S MARKET,93,A,1,ROUTINE INSPECTION,EE0001026,243 E 53RD ST,LOS ANGELES,FA0248655,CA,90011,OW0243021,ANGELICA MARIA BELLO,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,ANGELICA'S MARKET,ACTIVE,PR0197400
DAIG4LIKN,08/24/2016 12:00:00 AM,FARMACIA SAN MARTIN,98,A,1,ROUTINE INSPECTION,EE0000874,1554 W ADAMS BLVD,LOS ANGELES,FA0230687,CA,90007,OW0234794,RICARDO ACOSTA,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,FARMACIA SAN MARTIN,INACTIVE,PR0186034
DAIG6GMXJ,01/08/2018 12:00:00 AM,THAI EAST WIND RESTAURANT,98,A,1,ROUTINE INSPECTION,EE0000946,2801 BEVERLY BLVD,LOS ANGELES,FA0160189,CA,90057,OW0125170,SIRIPEN KARNSOMPROT,RESTAURANT (31-60) SEATS HIGH RISK,1635,THAI EAST WIND RESTAURANT,INACTIVE,PR0148272
DAIG81D8R,11/08/2016 12:00:00 AM,THE GARAGE,97,A,1,ROUTINE INSPECTION,EE0000911,3387 MOTOR AVE,LOS ANGELES,FA0072274,CA,90034,OW0005065,BOSA NOLA LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE GARAGE,ACTIVE,PR0008846
DAIG86152,05/04/2016 12:00:00 AM,PINERO S MARKET,97,A,1,ROUTINE INSPECTION,EE0000707,2313 S HOOVER ST,LOS ANGELES,FA0028516,CA,90007,OW0028588,"PINERO,QUINTIN DBA","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,PINERO S MARKET,INACTIVE,PR0035330
DAIGDK978,09/19/2017 12:00:00 AM,SUBWAY SANDWICHES #24202,95,A,1,ROUTINE INSPECTION,EE0000846,4700 W SUNSET BLVD,LOS ANGELES,FA0049395,CA,90027,OW0005591,C G INVESTMENTS INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,SUBWAY SANDWICHES #24202,INACTIVE,PR0040194
DAIGE0QQ0,02/13/2018 12:00:00 AM,SAMARITANA MINI MARKET,95,A,1,ROUTINE INSPECTION,EE0000724,8322 S COMPTON AVE,LOS ANGELES,FA0031682,CA,90001,OW0026560,ODALMIRA DENIZ,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,SAMARITANA MINI MARKET,ACTIVE,PR0011447
DAIGL3RH0,05/26/2016 12:00:00 AM,MARICOS PUERTO ESCONDIDO,94,A,1,ROUTINE INSPECTION,EE0000997,3740 E WHITTIER BLVD,LOS ANGELES,FA0023690,CA,90023,OW0024216,"MENDOZA,MAGDALENO",RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARICOS PUERTO ESCONDIDO,INACTIVE,PR0044275
DAIGM16CU,07/12/2016 12:00:00 AM,NINO'S MARKET,91,A,1,ROUTINE INSPECTION,EE0001026,5122 S AVALON BLVD,LOS ANGELES,FA0042515,CA,90011,OW0037327,"VARGAS, BERNARDINO","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,NINO'S MARKET,ACTIVE,PR0018068
DAIGMDA3G,03/01/2018 12:00:00 AM,EXPOSITION FISH AND POULTRY,98,A,1,ROUTINE INSPECTION,EE0000660,3759 S WESTERN AVE,LOS ANGELES,FA0142277,CA,90018-4436,OW0105449,CAL-MEX POULTRY INC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,EXPOSITION FISH AND POULTRY,ACTIVE,PR0126737
DAIGMHE2Y,05/08/2017 12:00:00 AM,JACK IN THE BOX #3580,91,A,1,ROUTINE INSPECTION,EE0000728,11400 S FIGUEROA ST,LOS ANGELES,FA0018415,CA,90061,OW0017276,"JACK IN THE BOX, INC",RESTAURANT (61-150) SEATS MODERATE RISK,1637,JACK IN THE BOX #3580,ACTIVE,PR0024185
DAIGNEZ5I,07/14/2017 12:00:00 AM,HOBART MEAT & PRODUCE,90,A,1,ROUTINE INSPECTION,EE0000857,5301 W SUNSET BLVD STE 2,LOS ANGELES,FA0156103,CA,90027-5694,OW0121355,"SOURENIAN, SONA","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,HOBART MEAT & PRODUCE,INACTIVE,PR0143565
DAIGNQ0JB,01/10/2018 12:00:00 AM,MUNCHIES HOOVER,97,A,1,ROUTINE INSPECTION,EE0001064,801 W 83RD ST,LOS ANGELES,FA0025919,CA,90044,OW0029641,"RAMOS, CLEMENTE","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,MUNCHIES HOOVER,ACTIVE,PR0003109
DAIGR9I7O,05/03/2016 12:00:00 AM,CALIFORNIA PITA,94,A,1,ROUTINE INSPECTION,EE0000360,201 N LOS ANGELES ST STE 9,LOS ANGELES,FA0012382,CA,90012,OW0009514,"DAVOOD, SHAHROKH",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CALIFORNIA PITA,ACTIVE,PR0024716
DAIGSIRWF,12/14/2016 12:00:00 AM,CLINICA NATURISTA EL SENOR DE LOS MILAGROS,99,A,1,ROUTINE INSPECTION,EE0001026,4433 S ALAMEDA ST UNIT D-27,LOS ANGELES,FA0167687,CA,90058,OW0130669,GERMAN VINAS,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,CLINICA NATURISTA EL SENOR DE LOS MILAGROS,ACTIVE,PR0158068
DAIGSJ4SP,07/18/2017 12:00:00 AM,PARTY CITY,98,A,1,ROUTINE INSPECTION,EE0000697,2935 LOS FELIZ BLVD,LOS ANGELES,FA0044024,CA,90039,OW0027935,PARTY CITY CORP.,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,PARTY CITY,ACTIVE,PR0037667
DAIGSTXDO,02/12/2016 12:00:00 AM,"THE ORIGINAL MARIA'S ITALIAN KITCHEN, LLC.",97,A,1,ROUTINE INSPECTION,EE0000924,11723 BARRINGTON CT,LOS ANGELES,FA0172391,CA,90049-2930,OW0179424,MARIA'S HOLDINGS CORP.,RESTAURANT (0-30) SEATS HIGH RISK,1632,"THE ORIGINAL MARIA'S ITALIAN KITCHEN, LLC.",ACTIVE,PR0164944
DAIGWA3KY,03/13/2017 12:00:00 AM,JOE'S MARKET,92,A,1,ROUTINE INSPECTION,EE0000729,10534 S BUDLONG AVE,LOS ANGELES,FA0014284,CA,90044,OW0006954,LOUIS CHAN,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,JOE'S MARKET,ACTIVE,PR0012900
DAIGXV9MH,02/22/2018 12:00:00 AM,LOS FELIZ LIQUOR,96,A,1,ROUTINE INSPECTION,EE0000523,3006 LOS FELIZ BLVD,LOS ANGELES,FA0022774,CA,90039,OW0031822,"SARKISSIAN, ANOUCHE","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,LOS FELIZ LIQUOR,ACTIVE,PR0022255
DAIH0GG0G,03/22/2017 12:00:00 AM,NO 1 TERIYAKI,92,A,1,ROUTINE INSPECTION,EE0000594,3510 S BROADWAY,LOS ANGELES,FA0067623,CA,90007,OW0013062,"GEON HEE, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,NO 1 TERIYAKI,ACTIVE,PR0032176
DAIH2N2ZH,03/17/2017 12:00:00 AM,TACOS LOS MISMOS HERMANOS,90,A,1,ROUTINE INSPECTION,EE0001073,8114 1/2 S SAN PEDRO ST,LOS ANGELES,FA0162892,CA,90003,OW0126580,PORFINO ALEJANDRO AMADOR,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS LOS MISMOS HERMANOS,INACTIVE,PR0151048
DAIH357KA,07/25/2016 12:00:00 AM,TEJUINOS RIVERA - 2,90,A,1,ROUTINE INSPECTION,EE0001049,4727 WHITTIER BLVD,LOS ANGELES,FA0072009,CA,90022,OW0035228,"TEJUINOS GUADALAJARA, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,TEJUINOS RIVERA - 2,ACTIVE,PR0012988
DAIH4UYY3,05/09/2016 12:00:00 AM,MERCADO BENITO JUAREZ,92,A,1,ROUTINE INSPECTION,EE0000531,3260 W 8TH ST,LOS ANGELES,FA0040224,CA,90005-2123,OW0012819,"GARCIA, ZEFERINO","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,MERCADO BENITO JUAREZ,ACTIVE,PR0045038
DAIH5REQ8,07/29/2016 12:00:00 AM,CON SABOR A PERU LA,95,A,1,ROUTINE INSPECTION,EE0000723,5163 W VENICE BLVD,LOS ANGELES,FA0016305,CA,90019,OW0006048,"CANOVA, RAFAEL",RESTAURANT (0-30) SEATS HIGH RISK,1632,CON SABOR A PERU LA,ACTIVE,PR0035561
DAIH6KAC3,08/10/2016 12:00:00 AM,PIKNIC,90,A,1,ROUTINE INSPECTION,EE0000015,2000 AVENUE OF THE STARS # 20,LOS ANGELES,FA0238983,CA,90067,OW0235367,PIKNIC AM-HK LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PIKNIC,ACTIVE,PR0186922
DAIH8NKGO,01/16/2018 12:00:00 AM,PRONTO'S BURGER,85,B,1,ROUTINE INSPECTION,EE0000728,110 W EL SEGUNDO BLVD,LOS ANGELES,FA0045249,CA,90061,OW0029078,PRONTO'S MEX INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PRONTO'S BURGER,ACTIVE,PR0040678
DAIHAUOMR,08/29/2017 12:00:00 AM,JEFFERSON DISCOUNT STORE,95,A,1,ROUTINE INSPECTION,EE0000874,1765 W JEFFERSON BLVD,LOS ANGELES,FA0031469,CA,90018,OW0011181,"ERADAT, JACOB","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,JEFFERSON DISCOUNT STORE,ACTIVE,PR0024947
DAIHDM54B,06/06/2017 12:00:00 AM,JENNIFER PENNIFER,91,A,1,ROUTINE INSPECTION,EE0000911,10428 1/2 NATIONAL BLVD,LOS ANGELES,FA0247705,CA,90034,OW0242247,"BSHAMI, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,JENNIFER PENNIFER,ACTIVE,PR0196338
DAIHDNZ0K,07/26/2016 12:00:00 AM,LIGHT MY FIRE,98,A,1,ROUTINE INSPECTION,EE0000468,6333 W 3RD ST STE #230,LOS ANGELES,FA0036280,CA,90036,OW0024506,MIN BYOUNG,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,LIGHT MY FIRE,ACTIVE,PR0038519
DAIHEPIIK,09/22/2016 12:00:00 AM,LUCKY BAKERY,96,A,1,ROUTINE INSPECTION,EE0000721,136 W 7TH ST,LOS ANGELES,FA0224403,CA,90014,OW0228880,LAURENTINO RABADAN FAUSTO,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611,LUCKY BAKERY,ACTIVE,PR0179613
