serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAVZ1HARD,12/27/2017 12:00:00 AM,VNS CHICKEN,95,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD STE 105,LOS ANGELES,FA0053903,CA,90006,OW0012654,"GALLERIA MARKET, LP",RESTAURANT (0-30) SEATS HIGH RISK,1632,VNS CHICKEN,ACTIVE,PR0016014
DAKOO00RB,12/27/2017 12:00:00 AM,CELESTE,97,A,1,ROUTINE INSPECTION,EE0000721,535 S GRAND AVE,LOS ANGELES,FA0013904,CA,90017,OW0007938,CHSP TRS LOS ANGELES LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CELESTE,ACTIVE,PR0015433
DAAIO9DRR,12/27/2017 12:00:00 AM,800  DEGREES NEAPOLITAN PIZZERIA,95,A,1,ROUTINE INSPECTION,EE0000709,1539 N VINE ST,LOS ANGELES,FA0222456,CA,90028,OW0227297,"800 DEGREES HOLLYWOOD CA, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,800  DEGREES NEAPOLITAN PIZZERIA,ACTIVE,PR0177468
DAANT7LPA,12/27/2017 12:00:00 AM,CHOCOLATE BAR,93,A,1,ROUTINE INSPECTION,EE0000709,1635 N VINE ST,LOS ANGELES,FA0222104,CA,90028,OW0227013,"CHOCOLATE BA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHOCOLATE BAR,ACTIVE,PR0177091
DA0XMWDBL,12/27/2017 12:00:00 AM,KETTLE GLAZED DONUTS,96,A,1,ROUTINE INSPECTION,EE0000697,6211 FRANKLIN AVE,LOS ANGELES,FA0137309,CA,90068,OW0100180,"KETTLE GLAZED DONUTS, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,KETTLE GLAZED DONUTS,ACTIVE,PR0121293
DAW00W6FQ,12/27/2017 12:00:00 AM,LOCALI,96,A,1,ROUTINE INSPECTION,EE0000697,5825 FRANKLIN AVE,LOS ANGELES,FA0035550,CA,90028,OW0016355,HOROS LLC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LOCALI,ACTIVE,PR0045614
DASC8JWRO,12/27/2017 12:00:00 AM,MS DONUTS,94,A,1,ROUTINE INSPECTION,EE0000923,1353 GLENDALE BLVD,LOS ANGELES,FA0225852,CA,90026,OW0230070,SOPHANY TY,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MS DONUTS,ACTIVE,PR0181173
DAEOVTKME,12/27/2017 12:00:00 AM,SUBWAY #39685,91,A,1,ROUTINE INSPECTION,EE0000721,704 W 1ST ST,LOS ANGELES,FA0049818,CA,90012,OW0005591,C G INVESTMENTS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #39685,ACTIVE,PR0029241
DACY5I35D,12/27/2017 12:00:00 AM,LEMONADE RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000721,505 S FLOWER ST # B-15,LOS ANGELES,FA0065656,CA,90071,OW0036346,TPG PLAZA INVESTMENTS LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,LEMONADE RESTAURANT,ACTIVE,PR0046463
DACKAPPHG,12/27/2017 12:00:00 AM,KOREAN AIR/ SKYTEAM LOUNGE,91,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY S4,LOS ANGELES,FA0143756,CA,90045,OW0106807,"KOREAN AIR LINES CO , LTD",RESTAURANT (151 + ) SEATS MODERATE RISK,1640,KOREAN AIR/ SKYTEAM LOUNGE,ACTIVE,PR0129717
DAWDMXPYU,12/27/2017 12:00:00 AM,LA SIRENA RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000366,4226 E OLYMPIC BLVD,LOS ANGELES,FA0021153,CA,90023,OW0005655,"CABRALES,MARIA",RESTAURANT (61-150) SEATS HIGH RISK,1638,LA SIRENA RESTAURANT,ACTIVE,PR0037215
DA2PCIPPJ,12/27/2017 12:00:00 AM,JACK IN THE BOX # 335,96,A,1,ROUTINE INSPECTION,EE0000997,2521 PASADENA AVE,LOS ANGELES,FA0018440,CA,90031,OW0025809,"NEMATZADEH ENTERPRISES, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,JACK IN THE BOX,ACTIVE,PR0024950
DA07S13CE,12/27/2017 12:00:00 AM,FOOD PICNIC DAY,95,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD STE 311,LOS ANGELES,FA0023453,CA,90006,OW0018416,"KANG, YOUNG JUN",RESTAURANT (0-30) SEATS HIGH RISK,1632,FOOD PICNIC DAY,ACTIVE,PR0021748
DAB0VA0EQ,12/27/2017 12:00:00 AM,BOLT,98,A,1,ROUTINE INSPECTION,EE0000857,5648 HOLLYWOOD BLVD,LOS ANGELES,FA0242571,CA,90028,OW0238035,BOLT BROTHERS LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BOLT,ACTIVE,PR0190755
DA3WOVRWC,12/27/2017 12:00:00 AM,JIN RESTAURANT,94,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD STE 310,LOS ANGELES,FA0031779,CA,90006,OW0019356,"KIM, KANG",RESTAURANT (0-30) SEATS HIGH RISK,1632,JIN RESTAURANT,ACTIVE,PR0027298
DACAHD6VE,12/27/2017 12:00:00 AM,RENAISSANCE 96TH STREET BISTRO,99,A,1,ROUTINE INSPECTION,EE0000955,9620 AIRPORT BLVD,LOS ANGELES,FA0046199,CA,90045,OW0039321,WSRH LAX AIRPORT LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,RENAISSANCE BANQUET,ACTIVE,PR0025069
DA3YEDXW2,12/27/2017 12:00:00 AM,CANTINA LOREDO,91,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY # T81,LOS ANGELES,FA0171723,CA,90045,OW0178784,CONCESSIONS MANAGEMENT LS,RESTAURANT (31-60) SEATS MODERATE RISK,1634,CANTINA LOREDO,ACTIVE,PR0164163
DAE0KACM0,12/26/2017 12:00:00 AM,QANTAS AIRWAYS LOUNGE,86,B,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY 5TH FLR,LOS ANGELES,FA0043168,CA,90041,OW0029178,QANTAS AIRWAYS LIMITED,RESTAURANT (151 + ) SEATS HIGH RISK,1641,QANTAS AIRWAYS BUSINESS CLASS LOUNGE,ACTIVE,PR0019072
DATGFWJZQ,12/26/2017 12:00:00 AM,LOS BALCONES DEL PERU,93,A,1,ROUTINE INSPECTION,EE0000709,1360 N VINE ST,LOS ANGELES,FA0065927,CA,90028,OW0031448,SAN CARLOS ENTERPRISES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,LOS BALCONES DEL PERU,ACTIVE,PR0006330
DAJDHLZX2,12/26/2017 12:00:00 AM,TACOMIENDO,90,A,1,ROUTINE INSPECTION,EE0000338,11462 GATEWAY BLVD,LOS ANGELES,FA0050846,CA,90034,OW0010054,"DIEGO, ISMAEL",RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOMIENDO,ACTIVE,PR0038056
DA2UUDWGW,12/26/2017 12:00:00 AM,QANTAS AIRWAYS LOUNGE,92,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WAY 5TH FLR,LOS ANGELES,FA0043168,CA,90041,OW0029178,QANTAS AIRWAYS LIMITED,RESTAURANT (151 + ) SEATS HIGH RISK,1641,QANTAS AIRWAYS 1ST CLASS LOUNGE,ACTIVE,PR0156330
DA1STQ8WE,12/26/2017 12:00:00 AM,THE SEMI-TROPIC,96,A,1,ROUTINE INSPECTION,EE0000923,1412 N GLENDALE BLVD,LOS ANGELES,FA0180582,CA,90026,OW0185938,OLD PAL GROUP LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,THE SEMI-TROPIC,ACTIVE,PR0174373
DAI2IWYYV,12/26/2017 12:00:00 AM,CIRCLE K,93,A,1,ROUTINE INSPECTION,EE0000366,3360 E OLYMPIC BLVD,LOS ANGELES,FA0243565,CA,90023-3724,OW0238848,MARKET AVENUE INC.,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",1614,CIRCLE K,ACTIVE,PR0191776
DA0XJ7MOO,12/26/2017 12:00:00 AM,SLAPFISH,90,A,1,ROUTINE INSPECTION,EE0000633,200 WORLD WAY # 225,LOS ANGELES,FA0174545,CA,90045,OW0181193,SOCAL CONCESSIONS LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SLAPFISH,ACTIVE,PR0167560
DAAZ8Q8ID,12/26/2017 12:00:00 AM,CELAYA BAKERY,93,A,1,ROUTINE INSPECTION,EE0000923,1630 W SUNSET BLVD,LOS ANGELES,FA0013900,CA,90026,OW0006576,CAUDILLO PATRICIA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CELAYA BAKERY,ACTIVE,PR0037772
DADSSJT25,12/27/2017 12:00:00 AM,K-BAKERY,90,A,1,ROUTINE INSPECTION,EE0000721,1258 W TEMPLE ST,LOS ANGELES,FA0064681,CA,90026,OW0026939,ORTEGA TRINIDAD,RESTAURANT (0-30) SEATS HIGH RISK,1631,K-BAKERY,INACTIVE,PR0026336
DA0II8LOZ,12/26/2017 12:00:00 AM,LOS PINITOS NUEVOS BAKERY,96,A,1,ROUTINE INSPECTION,EE0000366,1154 S LORENA ST,LOS ANGELES,FA0065969,CA,90023,OW0017660,"JIMENEZ, VEDA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LOS PINITOS NUEVOS BAKERY,ACTIVE,PR0000856
DAFJLLWBW,12/26/2017 12:00:00 AM,JAPAN HOUSE LA 2ND FLOOR,98,A,1,ROUTINE INSPECTION,EE0000835,6801 HOLLYWOOD BLVD #213 -221,LOS ANGELES,FA0252768,CA,90028,OW0246460,WLC INTERNATIONAL INC,RESTAURANT (0-30) SEATS LOW RISK,1630,JAPAN HOUSE LA 2ND FLOOR,ACTIVE,PR0202126
DAQ4FAE0F,12/26/2017 12:00:00 AM,SHAKE SHACK,98,A,1,ROUTINE INSPECTION,EE0000709,6201 HOLLYWOOD BLVD,LOS ANGELES,FA0241451,CA,90028,OW0236969,SHAKE SHACK CALIFORNIA LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SHAKE SHACK,ACTIVE,PR0189564
DAZ4XQWSB,12/26/2017 12:00:00 AM,JOHNNY ROCKETS,98,A,1,ROUTINE INSPECTION,EE0000835,6801 HOLLYWOOD BLVD STE 325,LOS ANGELES,FA0019073,CA,90028,OW0009049,CRISTACT FARMERS MARKET INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,JOHNNY ROCKETS,ACTIVE,PR0000974
DACU9OTQK,12/26/2017 12:00:00 AM,CIVIL COFFEE,95,A,1,ROUTINE INSPECTION,EE0000923,5629 N FIGUEROA ST,LOS ANGELES,FA0178934,CA,90042,OW0184579,"CIVCO HP, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CIVIL COFFEE,ACTIVE,PR0172442
DAE886X1B,12/26/2017 12:00:00 AM,MCDONALD'S # 10129,97,A,1,ROUTINE INSPECTION,EE0000997,245 N SOTO ST,LOS ANGELES,FA0038675,CA,90033,OW0031567,R & B SANCHEZ DBA MCDONALD'S,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S RESTAURANT,ACTIVE,PR0034972
DASFHCD0I,12/26/2017 12:00:00 AM,BARNEY'S BEANERY,81,B,1,ROUTINE INSPECTION,EE0000633,200 WORLD WAY # 240,LOS ANGELES,FA0180023,CA,90045,OW0181193,SOCAL CONCESSIONS LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BARNEY'S BEANERY,ACTIVE,PR0173732
DALNOZPBI,12/26/2017 12:00:00 AM,GREENLEAF CHOP SHOP,92,A,1,ROUTINE INSPECTION,EE0000709,6201 HOLLYWOOD BLVD # 120,LOS ANGELES,FA0167174,CA,90028,OW0130242,"GGC HOLLYWOOD, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,GREENLEAF CHOP SHOP,ACTIVE,PR0157524
DAUKZLWUV,12/26/2017 12:00:00 AM,ZANKOU CHICKEN,95,A,1,ROUTINE INSPECTION,EE0000822,7851 W SUNSET BLVD,LOS ANGELES,FA0074402,CA,90046,OW0040153,"ZANKOU WEST HOLLYWOOD, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,ZANKOU CHICKEN,ACTIVE,PR0005629
DASDJW7Z9,12/26/2017 12:00:00 AM,ADMIRALS CLUB,92,A,1,ROUTINE INSPECTION,EE0000122,400 WORLD WAY,LOS ANGELES,FA0004930,CA,90045,OW0125020,"AMERICAN AIRLINES, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,ADMIRALS CLUB BUFFET,ACTIVE,PR0201944
DAQX30RFM,12/26/2017 12:00:00 AM,JINYA RAMEN EXPRESS,94,A,1,ROUTINE INSPECTION,EE0000835,6801 HOLLYWOOD BLVD # 315,LOS ANGELES,FA0179215,CA,90028,OW0184807,BEZEL AMERICA INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,JINYA RAMEN EXPRESS,ACTIVE,PR0172775
DAFJS0G2R,12/26/2017 12:00:00 AM,JIM'S BURGERS,90,A,1,ROUTINE INSPECTION,EE0000997,915 S SOTO ST,LOS ANGELES,FA0064351,CA,90023,OW0036554,TRIPOLIS BURGERS INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,JIM'S BURGERS,ACTIVE,PR0040397
DA1021649,12/26/2017 12:00:00 AM,CVS/PHARMACY #10614,92,A,1,ROUTINE INSPECTION,EE0000721,800 S GRAND AVE,LOS ANGELES,FA0245493,CA,90017,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,CVS/PHARMACY #10614,ACTIVE,PR0193865
DAQ6X5DOD,12/26/2017 12:00:00 AM,AA REGIONAL ADMIRAL'S CLUB,94,A,1,ROUTINE INSPECTION,EE0000122,6022 AVION DR,LOS ANGELES,FA0160033,CA,90045,OW0125020,"AMERICAN AIRLINES, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,AA REGIONAL ADMIRAL'S CLUB,ACTIVE,PR0148115
DAQMQMDOR,12/26/2017 12:00:00 AM,ADMIRALS CLUB,99,A,1,ROUTINE INSPECTION,EE0000122,400 WORLD WAY,LOS ANGELES,FA0004930,CA,90045,OW0125020,"AMERICAN AIRLINES, INC.",RESTAURANT (31-60) SEATS LOW RISK,1633,ADMIRALS CLUB CHAMPAGNE BAR,ACTIVE,PR0201945
DA3FL4FGC,12/26/2017 12:00:00 AM,L.A.A.C.-8TH FLOOR SNACK BAR,98,A,1,ROUTINE INSPECTION,EE0000721,431 W 7TH ST,LOS ANGELES,FA0139076,CA,90014,OW0102336,THE L.A.A.C CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,L.A.A.C.-8TH FLOOR SNACK BAR,ACTIVE,PR0123458
DAWSZT5MN,12/26/2017 12:00:00 AM,DER WIENERSCHNITZEL #20,95,A,1,ROUTINE INSPECTION,EE0000923,5215 N FIGUEROA ST,LOS ANGELES,FA0018505,CA,90042,OW0024670,"MIZUSHIMA, TINA H",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DER WIENERSCHNITZEL #20,ACTIVE,PR0034055
DA2ZPWIKH,12/26/2017 12:00:00 AM,STREET LEVEL CAFE,93,A,1,ROUTINE INSPECTION,EE0000923,1166 GLENDALE BLVD,LOS ANGELES,FA0225967,CA,90026,OW0230168,JULIO CEASAR DOUGLAS,RESTAURANT (0-30) SEATS MODERATE RISK,1631,STREET LEVEL CAFE,ACTIVE,PR0181290
DAZ0OFEWB,12/26/2017 12:00:00 AM,CAFE SOLAR,97,A,1,ROUTINE INSPECTION,EE0000733,6224 W MANCHESTER AVE LOS,LOS ANGELES,FA0242414,CA,90045,OW0238034,ORB TERTIUS LLC,RESTAURANT (31-60) SEATS LOW RISK,1633,CAFE SOLAR,ACTIVE,PR0190576
DABMTCUH8,12/26/2017 12:00:00 AM,DELICIAS BAKERY AND SOME,93,A,1,ROUTINE INSPECTION,EE0000923,5567 N FIGUEROA ST,LOS ANGELES,FA0223006,CA,90042,OW0227763,EMILY SANCHEZ,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DELICIAS BAKERY AND SOME,ACTIVE,PR0178047
DAAQMSBLV,12/26/2017 12:00:00 AM,TUTTI FRUTTI,96,A,1,ROUTINE INSPECTION,EE0000366,312 E 11TH ST,LOS ANGELES,FA0073023,CA,90015,OW0020739,LAPRIDA INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TUTTI FRUTTI,ACTIVE,PR0019049
DAZOTXKEC,12/26/2017 12:00:00 AM,MELODY PIZZA,90,A,1,ROUTINE INSPECTION,EE0000733,9146 S SEPULVEDA BLVD,LOS ANGELES,FA0163620,CA,90045,OW0127216,MELODY PIZZA LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MELODY PIZZA,ACTIVE,PR0151846
DAK9BVPJO,12/26/2017 12:00:00 AM,SUBWAY #14183,94,A,1,ROUTINE INSPECTION,EE0000721,508 W 7TH ST,LOS ANGELES,FA0071195,CA,90014,OW0005591,C G INVESTMENTS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #14183,ACTIVE,PR0003407
DAHZT1JRK,12/26/2017 12:00:00 AM,JACK IN THE BOX # 3348,96,A,1,ROUTINE INSPECTION,EE0000923,1710 GLENDALE BLVD,LOS ANGELES,FA0064142,CA,90026,OW0034376,SUNRISE FOODS LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,JACK IN THE BOX 3348,ACTIVE,PR0012807
DABNP8TKT,12/26/2017 12:00:00 AM,AFTERS ICE CREAM,99,A,1,ROUTINE INSPECTION,EE0000923,5711 N FIGUEROA ST,LOS ANGELES,FA0252653,CA,90042-4201,OW0227003,BEFORES LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,AFTERS ICE CREAM,ACTIVE,PR0201986
DAJTJIV7A,12/26/2017 12:00:00 AM,ANTIGUA CULTURAL COFFEE,98,A,1,ROUTINE INSPECTION,EE0000923,3400 N FIGUEROA ST,LOS ANGELES,FA0057563,CA,90041,OW0029268,QUINONES BERNICE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ANTIGUA CULTURAL COFFEE,ACTIVE,PR0007731
DA3CV3BVC,12/26/2017 12:00:00 AM,TRASTEVERE RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000835,6801 HOLLYWOOD BLVD STE 423,LOS ANGELES,FA0053092,CA,90028,OW0030637,ROMANA HOLLYWOOD LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,TRASTEVERE RESTAURANT,ACTIVE,PR0026487
DAS00YN0T,12/26/2017 12:00:00 AM,MARIE'S COFFEE AND DELI,91,A,1,ROUTINE INSPECTION,EE0000721,731 W 7TH ST,LOS ANGELES,FA0038624,CA,90017,OW0020638,LAM HAO,RESTAURANT (31-60) SEATS MODERATE RISK,1634,MARIE'S COFFEE AND DELI,ACTIVE,PR0019365
DAW0RNBF6,12/26/2017 12:00:00 AM,LA BARBACHA,90,A,1,ROUTINE INSPECTION,EE0000997,2510 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0065030,CA,90033,OW0031529,"SANCHEZ-DICHI, HUGO",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA BARBACHA,ACTIVE,PR0007809
DA0YVZX4N,12/26/2017 12:00:00 AM,THE HARVEST BAR 2,94,A,1,ROUTINE INSPECTION,EE0000733,8601 LINCOLN BLVD STE 190,LOS ANGELES,FA0251260,CA,90045-3554,OW0245216,THE HARVEST BAR 2 LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE HARVEST BAR 2,ACTIVE,PR0200384
DAZYILHB0,12/26/2017 12:00:00 AM,KABAN PERSIAN RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000822,3250 CAHUENGA BLVD W,LOS ANGELES,FA0251975,CA,90068,OW0245825,KABAN PERSIAN RESTAURANT INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,KABAN PERSIAN RESTAURANT,ACTIVE,PR0201188
DA1021441,12/26/2017 12:00:00 AM,WESTIN LAKEVIEW BISTRO,94,A,1,ROUTINE INSPECTION,EE0000721,404 S FIGUEROA ST LBBY LOBBY,LOS ANGELES,FA0073897,CA,90071,OW0016394,HOTEL BONAVENTURE LTD PARTNE,RESTAURANT (151 + ) SEATS LOW RISK,1639,WESTIN LOBBY COURT,ACTIVE,PR0010971
DALBTT7TY,12/26/2017 12:00:00 AM,ADMIRALS CLUB,91,A,1,ROUTINE INSPECTION,EE0000122,500 WORLD WAY,LOS ANGELES,FA0250622,CA,90045,OW0125020,"AMERICAN AIRLINES, INC.",RESTAURANT (151 + ) SEATS MODERATE RISK,1640,ADMIRALS CLUB,ACTIVE,PR0199634
DAIK3NSRW,12/26/2017 12:00:00 AM,THE FAT DOG,91,A,1,ROUTINE INSPECTION,EE0000951,801 N FAIRFAX AVE STE #107,LOS ANGELES,FA0051908,CA,90046,OW0018159,"JUNIRO II, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,THE FAT DOG,ACTIVE,PR0012964
DAASF144C,12/26/2017 12:00:00 AM,ANGELINI ALIMENTARI,94,A,1,ROUTINE INSPECTION,EE0000951,7317 BEVERLY BLVD,LOS ANGELES,FA0240650,CA,90036,OW0236707,"RADDUSA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,ANGELINI ALIMENTARI,ACTIVE,PR0188684
DAYUCFQGE,12/26/2017 12:00:00 AM,CAFE SOLAR KITCHEN,90,A,1,ROUTINE INSPECTION,EE0000733,6228 3/4 W MANCHESTER AVE,LOS ANGELES,FA0242413,CA,90045,OW0238034,ORB TERTIUS LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE SOLAR KITCHEN,ACTIVE,PR0190575
DATE08FFO,12/26/2017 12:00:00 AM,CORAL FISH,92,A,1,ROUTINE INSPECTION,EE0000659,6357 WILSHIRE BLVD,LOS ANGELES,FA0138425,CA,90048,OW0101781,"KIM, KENNETH",RESTAURANT (0-30) SEATS HIGH RISK,1632,CORAL FISH,ACTIVE,PR0122743
DAFVSL2SV,12/22/2017 12:00:00 AM,YANUSA SUSHI RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000884,2740 W OLYMPIC BLVD,LOS ANGELES,FA0074230,CA,90006,OW0040260,"ZHAO, DONG",RESTAURANT (0-30) SEATS HIGH RISK,1632,YANUSA SUSHI RESTAURANT,ACTIVE,PR0045145
DALH63AG8,12/22/2017 12:00:00 AM,JOLLIBEE,95,A,1,ROUTINE INSPECTION,EE0000162,2700 COLORADO BLVD STE 105,LOS ANGELES,FA0064452,CA,90041,OW0016228,HONEYBEE FOODS CORPORATION,RESTAURANT (31-60) SEATS HIGH RISK,1635,JOLLIBEE,ACTIVE,PR0045361
DAHYKBGAP,12/22/2017 12:00:00 AM,MALIBU FISH GRILL,95,A,1,ROUTINE INSPECTION,EE0000838,8000 W SUNSET BLVD # A120,LOS ANGELES,FA0023400,CA,90046,OW0023052,MALIBU FISH GRILL S. INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,MALIBU FISH GRILL,ACTIVE,PR0033204
DANOWYSW5,12/22/2017 12:00:00 AM,THE VEGGIE GRILL,93,A,1,ROUTINE INSPECTION,EE0000838,8000 W SUNSET BLVD # 112,LOS ANGELES,FA0052354,CA,90046,OW0004527,BETTER EATING COCEPTS LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE VEGGIE GRILL,ACTIVE,PR0004205
DASLMCMS8,12/22/2017 12:00:00 AM,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,94,A,1,ROUTINE INSPECTION,EE0000633,300 WORLD WAY # 329,LOS ANGELES,FA0252603,CA,90045,OW0246305,AREAS CREWS LAX JV LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,ASHLAND BAR EARTH BAR,ACTIVE,PR0201924
DANA1RHJI,12/22/2017 12:00:00 AM,CARL'S JR,96,A,1,ROUTINE INSPECTION,EE0000117,308 WESTWOOD PLZ 505,LOS ANGELES,FA0013002,CA,90024,OW0006172,CARL KARCHER ENTERPRISES INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,CARL'S JR,ACTIVE,PR0037894
DAQNTU37S,12/22/2017 12:00:00 AM,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,90,A,1,ROUTINE INSPECTION,EE0000633,300 WORLD WAY # 329,LOS ANGELES,FA0252603,CA,90045,OW0246305,AREAS CREWS LAX JV LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA EXPRESS ASHLAND HILL,ACTIVE,PR0201925
DAJNKHBF0,12/22/2017 12:00:00 AM,KIKKA SUSHI,98,A,1,ROUTINE INSPECTION,EE0000117,308 WESTWOOD PLZ # A233B,LOS ANGELES,FA0175698,CA,90024,OW0017151,"ITO, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,KIKKA SUSHI,ACTIVE,PR0168885
DA0CMZPZN,12/22/2017 12:00:00 AM,PIZZA HUT #26158,98,A,1,ROUTINE INSPECTION,EE0000905,4356 LEIMERT BLVD,LOS ANGELES,FA0028666,CA,90008,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA HUT 026158,ACTIVE,PR0021412
DAHNYHYZP,12/21/2017 12:00:00 AM,EL CONDOR,91,A,1,ROUTINE INSPECTION,EE0000904,3701 W SUNSET BLVD,LOS ANGELES,FA0158349,CA,90026,OW0123419,LA CONQ LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,EL CONDOR,ACTIVE,PR0146435
DAPQQTX50,12/21/2017 12:00:00 AM,MICROSOFT THEATER,98,A,1,ROUTINE INSPECTION,EE0000633,777 W CHICK HEARN CT,LOS ANGELES,FA0014694,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MEZZ GALLERY BOX NORTH,ACTIVE,PR0032679
DAEFDZ0IT,12/21/2017 12:00:00 AM,MILLI'S CAFE,96,A,1,ROUTINE INSPECTION,EE0000904,3528 W SUNSET BLVD,LOS ANGELES,FA0225491,CA,90026,OW0229751,"MILLIE'S RESTAURANT CAFE, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,MILLI'S CAFE,ACTIVE,PR0180822
DAURIRPNP,12/21/2017 12:00:00 AM,MICROSOFT THEATER,99,A,1,ROUTINE INSPECTION,EE0000633,777 W CHICK HEARN CT,LOS ANGELES,FA0014694,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,MEZZ MAIN BAR,ACTIVE,PR0005684
DABIXMYNT,12/21/2017 12:00:00 AM,MICROSOFT THEATER,98,A,1,ROUTINE INSPECTION,EE0000633,777 W CHICK HEARN CT,LOS ANGELES,FA0014694,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,ORCHESTRA MAIN BAR,ACTIVE,PR0039769
DADRBNEQY,12/21/2017 12:00:00 AM,BEUL,91,A,1,ROUTINE INSPECTION,EE0000869,3819 W 6TH ST,LOS ANGELES,FA0162857,CA,90020,OW0126551,CH WILSHIRE INTERNATIONAL INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BEUL,ACTIVE,PR0151009
